0.001,100,0.10439167962663132,0.012028187993777683,0.008678100009767965
0.005,100,0.43225726708025014,0.0457331997080207,0.029834113231821877
0.01,100,0.6951206934840981,0.06860855418114017,0.03878003956381319
0.05,100,1.089969183119605,0.1120068686565905,0.01799780435581798
0.1,100,1.0964316878594287,0.12436207434991411,0.005657641165431476
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921515
1,100,1.096460811392405,0.12861723232337582,0.0014024838965557207
5,100,1.6468029545948395e+72,-1.8572347806572203e+87,-1.8572347806572199e+87
10,100,1.2898897242712636e+105,-1.306120657185945e+120,-1.3061206571859454e+120
0.11,100,1.0964512835672533,0.1253836035815183,0.004636112553744312
